NODO;"DIVIPOLA
MUNICIPIO";DEPARTAMENTO/MUNICIPIO;DEPARTAMENTO;MUNICIPIO;ZONA;CODIGO_DANE_ESTABLECIMIENTO;NOMBRE_ESTABLECIMIENTO;CODIGO_DANE_SEDE;NOMBRE_SEDE;FOCALIZACION
1;05001;05001-ANTIOQUIA-MEDELLÍN;ANTIOQUIA;MEDELLÍN;URBANO;105001000396;INSTITUCION EDUCATIVA JOSE ACEVEDO Y GOMEZ;105001000396;INSTITUCION EDUCATIVA JOSE ACEVEDO Y GOMEZ;AUDIOVISUALES
1;05001;05001-ANTIOQUIA-MEDELLÍN;ANTIOQUIA;MEDELLÍN;URBANO;105001000396;INSTITUCION EDUCATIVA JOSE ACEVEDO Y GOMEZ;105001000477;SECCION ESCUELA REPUBLICA DE COSTA RICA;AUDIOVISUALES
1;05001;05001-ANTIOQUIA-MEDELLÍN;ANTIOQUIA;MEDELLÍN;URBANO;105001000396;INSTITUCION EDUCATIVA JOSE ACEVEDO Y GOMEZ;105001008231;SECCION ESCUELA LA COLINA;AUDIOVISUALES
1;05001;05001-ANTIOQUIA-MEDELLÍN;ANTIOQUIA;MEDELLÍN;URBANO;105001000396;INSTITUCION EDUCATIVA JOSE ACEVEDO Y GOMEZ;105001015105;SECCION ESCUELA GABRIELA MISTRAL;AUDIOVISUALES
1;05001;05001-ANTIOQUIA-MEDELLÍN;ANTIOQUIA;MEDELLÍN;URBANO;105001001236;INSTITUCION EDUCATIVA MONTECARLO GUILLERMO GAVIRIA CORREA;105001001236;INSTITUCION EDUCATIVA MONTECARLO GUILLERMO GAVIRIA CORREA;LITERATURA
1;05001;05001-ANTIOQUIA-MEDELLÍN;ANTIOQUIA;MEDELLÍN;URBANO;105001002038;INSTITUCION EDUCATIVA JOSE EUSEBIO CARO;105001002038;INSTITUCION EDUCATIVA JOSE EUSEBIO CARO;LITERATURA
1;05001;05001-ANTIOQUIA-MEDELLÍN;ANTIOQUIA;MEDELLÍN;URBANO;105001008249;INSTITUCION EDUCATIVA BELLO HORIZONTE;105001008249;INSTITUCION EDUCATIVA BELLO HORIZONTE;MÚSICA
1;05001;05001-ANTIOQUIA-MEDELLÍN;ANTIOQUIA;MEDELLÍN;URBANO;105001010588;INSTITUCION EDUCATIVA FE Y ALEGRIA LA CIMA;105001000078;SECCION ESCUELA LA CIMA SAN JOSE;DANZA
1;05001;05001-ANTIOQUIA-MEDELLÍN;ANTIOQUIA;MEDELLÍN;URBANO;105001010588;INSTITUCION EDUCATIVA FE Y ALEGRIA LA CIMA;105001005860;SECCION ESCUELA FE Y ALEGRIA NO. 3;DANZA
1;05001;05001-ANTIOQUIA-MEDELLÍN;ANTIOQUIA;MEDELLÍN;URBANO;105001010588;INSTITUCION EDUCATIVA FE Y ALEGRIA LA CIMA;105001010588;INSTITUCION EDUCATIVA FE Y ALEGRIA LA CIMA;DANZA
1;05001;05001-ANTIOQUIA-MEDELLÍN;ANTIOQUIA;MEDELLÍN;URBANO;105001013340;INSTITUCION EDUCATIVA INEM JOSE FELIX DE RESTREPO;105001000272;SECCION ESCUELA GUILLERMO ECHAVARRIA MISAS;AUDIOVISUALES
1;05001;05001-ANTIOQUIA-MEDELLÍN;ANTIOQUIA;MEDELLÍN;URBANO;105001013340;INSTITUCION EDUCATIVA INEM JOSE FELIX DE RESTREPO;105001013340;INSTITUCION EDUCATIVA INEM JOSE FELIX DE RESTREPO;AUDIOVISUALES
1;05001;05001-ANTIOQUIA-MEDELLÍN;ANTIOQUIA;MEDELLÍN;URBANO;105001015172;INSTITUCION EDUCATIVA EDUARDO SANTOS;105001006530;SECCION ESCUELA  PEDRO J GOMEZ;MÚSICA
1;05001;05001-ANTIOQUIA-MEDELLÍN;ANTIOQUIA;MEDELLÍN;URBANO;105001015172;INSTITUCION EDUCATIVA EDUARDO SANTOS;105001015172;INSTITUCION EDUCATIVA EDUARDO SANTOS;MÚSICA
1;05001;05001-ANTIOQUIA-MEDELLÍN;ANTIOQUIA;MEDELLÍN;URBANO;105001021873;INSTITUCION EDUCATIVA SOL DE ORIENTE;105001016462;SECCION ESCUELA BEATO DOMINGO ITURRATE;LITERATURA
1;05001;05001-ANTIOQUIA-MEDELLÍN;ANTIOQUIA;MEDELLÍN;URBANO;105001021873;INSTITUCION EDUCATIVA SOL DE ORIENTE;105001021873;INSTITUCION EDUCATIVA SOL DE ORIENTE;LITERATURA
1;05088;05088-ANTIOQUIA-BELLO;ANTIOQUIA;BELLO;URBANO;105088000532;INSTITUCION EDUCATIVA LA MILAGROSA;105088000532;INSTITUCION EDUCATIVA LA MILAGROSA;TEATRO
1;05088;05088-ANTIOQUIA-BELLO;ANTIOQUIA;BELLO;URBANO;105088001971;INSTITUCION EDUCATIVA JOSEFA CAMPOS;105088001733;ESC URB FE Y ALEGRIA NO 2;MÚSICA
1;05088;05088-ANTIOQUIA-BELLO;ANTIOQUIA;BELLO;URBANO;105088001971;INSTITUCION EDUCATIVA JOSEFA CAMPOS;105088001971;INSTITUCION EDUCATIVA JOSEFA CAMPOS;MÚSICA
1;05088;05088-ANTIOQUIA-BELLO;ANTIOQUIA;BELLO;URBANO;105088002918;INSTITUCION EDUCATIVA FONTIDUEÑO JAIME ARANGO ROJAS;105088000176;ESC URB MACHADO;MÚSICA
1;05088;05088-ANTIOQUIA-BELLO;ANTIOQUIA;BELLO;URBANO;105088002918;INSTITUCION EDUCATIVA FONTIDUEÑO JAIME ARANGO ROJAS;105088000397;ESC URB FONTIDUEÑO;MÚSICA
1;05088;05088-ANTIOQUIA-BELLO;ANTIOQUIA;BELLO;URBANO;105088002918;INSTITUCION EDUCATIVA FONTIDUEÑO JAIME ARANGO ROJAS;105088002918;INSTITUCION EDUCATIVA FONTIDUEÑO JAIME ARANGO ROJAS;MÚSICA
1;05088;05088-ANTIOQUIA-BELLO;ANTIOQUIA;BELLO;URBANO;105088002918;INSTITUCION EDUCATIVA FONTIDUEÑO JAIME ARANGO ROJAS;105088003175;I.E.  DE TRABAJO SAN JOSE - SEDE PRINCIPAL;MÚSICA
1;05380;05380-ANTIOQUIA-LA ESTRELLA;ANTIOQUIA;LA ESTRELLA;URBANO;105380000063;I. E. BERNARDO ARANGO MACIAS;105380000063;I. E. BERNARDO ARANGO MACIAS;MÚSICA
1;05380;05380-ANTIOQUIA-LA ESTRELLA;ANTIOQUIA;LA ESTRELLA;URBANO;105380000063;I. E. BERNARDO ARANGO MACIAS;205380019567;RAFAEL POMBO;MÚSICA
1;05380;05380-ANTIOQUIA-LA ESTRELLA;ANTIOQUIA;LA ESTRELLA;URBANO;105380000063;I. E. BERNARDO ARANGO MACIAS;205380019575;MANUELA BELTRAN;MÚSICA
1;05380;05380-ANTIOQUIA-LA ESTRELLA;ANTIOQUIA;LA ESTRELLA;URBANO;105380000527;I. E. CONCEJO MUNICIPAL;105380000527;I. E. CONCEJO MUNICIPAL;MÚSICA
1;05631;05631-ANTIOQUIA-SABANETA;ANTIOQUIA;SABANETA;URBANO;105631000084;I. E. JOSE FELIX DE RESTREPO VELEZ;105631000084;I. E. JOSE FELIX DE RESTREPO VELEZ;MÚSICA
1;05001;05001-ANTIOQUIA-MEDELLÍN;ANTIOQUIA;MEDELLÍN;URBANO;205001006232;INSTITUCION EDUCATIVA SAN CRISTOBAL;205001006232;INSTITUCION EDUCATIVA SAN CRISTOBAL;LITERATURA
1;05631;05631-ANTIOQUIA-SABANETA;ANTIOQUIA;SABANETA;RURAL;205631000020;I. E. PRIMITIVO LEAL LA DOCTORA;205631000020;COLEGIO LA DOCTORA;TEATRO
1;05631;05631-ANTIOQUIA-SABANETA;ANTIOQUIA;SABANETA;RURAL;205631000020;I. E. PRIMITIVO LEAL LA DOCTORA;205631000186;E R LAS LOMITAS (UNIT);TEATRO
1;05631;05631-ANTIOQUIA-SABANETA;ANTIOQUIA;SABANETA;RURAL;205631000267;I. E. PRESBITERO ANTONIO BAENA SALAZAR;205631000267;I. E. PRESBITERO ANTONIO BAENA SALAZAR;MÚSICA
1;05088;05088-ANTIOQUIA-BELLO;ANTIOQUIA;BELLO;URBANO;305088002950;INSTITUCION EDUCATIVA LICEO ANTIOQUEÑO;105088001938;ESC URB DE VARONES AVENIDAS;MÚSICA
1;05088;05088-ANTIOQUIA-BELLO;ANTIOQUIA;BELLO;URBANO;305088002950;INSTITUCION EDUCATIVA LICEO ANTIOQUEÑO;305088002950;INSTITUCION EDUCATIVA LICEO NTIOQUEÑO;MÚSICA
2;05030;05030-ANTIOQUIA-AMAGÁ;ANTIOQUIA;AMAGÁ;URBANO;105030000010;I. E. ESCUELA NORMAL SUPERIOR AMAGA;105030000010;ESCUELA NORMAL SUPERIOR VICTORIANO TORO ECHEVERRI-AMAGA;MÚSICA
2;05030;05030-ANTIOQUIA-AMAGÁ;ANTIOQUIA;AMAGÁ;URBANO;105030000010;I. E. ESCUELA NORMAL SUPERIOR AMAGA;105030000206;E U MARIA AUXILIADORA;MÚSICA
2;05030;05030-ANTIOQUIA-AMAGÁ;ANTIOQUIA;AMAGÁ;RURAL;105030000010;I. E. ESCUELA NORMAL SUPERIOR AMAGA;205030000031;C. E. R. TRAVESIAS;MÚSICA
2;05030;05030-ANTIOQUIA-AMAGÁ;ANTIOQUIA;AMAGÁ;RURAL;105030000010;I. E. ESCUELA NORMAL SUPERIOR AMAGA;205030000316;C. E. R. MALABRIGO;MÚSICA
2;05030;05030-ANTIOQUIA-AMAGÁ;ANTIOQUIA;AMAGÁ;URBANO;105030000028;I. E. SAN FERNANDO;105030000028;COLEGIO SAN FERNANDO;MÚSICA
2;05030;05030-ANTIOQUIA-AMAGÁ;ANTIOQUIA;AMAGÁ;URBANO;105030000028;I. E. SAN FERNANDO;105030000214;ALEJANDRO TORO;MÚSICA
2;05030;05030-ANTIOQUIA-AMAGÁ;ANTIOQUIA;AMAGÁ;RURAL;105030000028;I. E. SAN FERNANDO;205030000081;PUEBLITO DE LOS SANCHEZ;MÚSICA
2;05030;05030-ANTIOQUIA-AMAGÁ;ANTIOQUIA;AMAGÁ;RURAL;105030000028;I. E. SAN FERNANDO;205030000197;CAÑAVERAL SAN JOSE;MÚSICA
2;05036;05036-ANTIOQUIA-ANGELÓPOLIS;ANTIOQUIA;ANGELÓPOLIS;URBANO;105036000097;INSTITUCION EDUCATIVA SAN JOSE;105036000097;I. E. SAN JOSE;MÚSICA
2;05129;05129-ANTIOQUIA-CALDAS;ANTIOQUIA;CALDAS;URBANO;105129000089;INSTITUCION EDUCATIVA GABRIEL ECHAVARRIA;105129000089;I. E. GABRIEL ECHAVARRIA;MÚSICA
2;05129;05129-ANTIOQUIA-CALDAS;ANTIOQUIA;CALDAS;URBANO;105129000208;INSTITUCION EDUCATIVA MARIA AUXILIADORA;105129000208;I. E. MARIA AUXILIADORA;MÚSICA
2;05129;05129-ANTIOQUIA-CALDAS;ANTIOQUIA;CALDAS;URBANO;105129000208;INSTITUCION EDUCATIVA MARIA AUXILIADORA;105129000453;SANTA INES;MÚSICA
2;05266;05266-ANTIOQUIA-ENVIGADO;ANTIOQUIA;ENVIGADO;URBANO;105266000428;INSTITUCION EDUCATIVA MARIA POUSSEPIN;105266000428;INSTITUCION EDUCATIVA MARIA POUSSEPIN;MÚSICA
2;05266;05266-ANTIOQUIA-ENVIGADO;ANTIOQUIA;ENVIGADO;URBANO;105266000452;INSTITUCION EDUCATIVA LA PAZ;105266000274;ESCUELA JOHN F KENNEDY;AUDIOVISUALES
2;05266;05266-ANTIOQUIA-ENVIGADO;ANTIOQUIA;ENVIGADO;URBANO;105266000452;INSTITUCION EDUCATIVA LA PAZ;105266000452;INSTITUCION EDUCATIVA LA PAZ;AUDIOVISUALES
2;05266;05266-ANTIOQUIA-ENVIGADO;ANTIOQUIA;ENVIGADO;URBANO;105266000452;INSTITUCION EDUCATIVA LA PAZ;105266000681;ESCUELA EL TRIANON;AUDIOVISUALES
2;05266;05266-ANTIOQUIA-ENVIGADO;ANTIOQUIA;ENVIGADO;URBANO;105266000461;I.E. NORMAL SUPERIOR DE ENVIGADO;105266000461;I.E. NORMAL SUPERIOR DE ENVIGADO - SEDE PRINCIPAL;DANZA
2;05266;05266-ANTIOQUIA-ENVIGADO;ANTIOQUIA;ENVIGADO;URBANO;105266000924;INSTITUCION EDUCATIVA COMERCIAL DE ENVIGADO;105266000169;ESCUELA PIO XII;LITERATURA
2;05266;05266-ANTIOQUIA-ENVIGADO;ANTIOQUIA;ENVIGADO;URBANO;105266000924;INSTITUCION EDUCATIVA COMERCIAL DE ENVIGADO;105266000924;INSTITUCION EDUCATIVA COMERCIAL DE ENVIGADO;LITERATURA
2;05266;05266-ANTIOQUIA-ENVIGADO;ANTIOQUIA;ENVIGADO;URBANO;105266000924;INSTITUCION EDUCATIVA COMERCIAL DE ENVIGADO;105266001157;ESCUELA URBANA SAN RAFAEL;LITERATURA
2;05266;05266-ANTIOQUIA-ENVIGADO;ANTIOQUIA;ENVIGADO;URBANO;105266001203;INSTITUCI¿N EDUCATIVA EL SALADO;105266001203;INSTITUCION EDUCATIVA EL SALADO;LITERATURA
2;05360;05360-ANTIOQUIA-ITAGÜÍ;ANTIOQUIA;ITAGÜÍ;URBANO;105360000253;INSTITUCION EDUCATIVA ESTEBAN OCHOA;105360000253;INSTITUCION EDUCATIVA ESTEBAN OCHOA;LITERATURA
2;05360;05360-ANTIOQUIA-ITAGÜÍ;ANTIOQUIA;ITAGÜÍ;URBANO;105360000253;INSTITUCION EDUCATIVA ESTEBAN OCHOA;105360001381;INSTITUCIÓN EDUCATIVA ESTEBAN OCHOA-SEDE GERMAN RESTREPO;LITERATURA
2;05360;05360-ANTIOQUIA-ITAGÜÍ;ANTIOQUIA;ITAGÜÍ;URBANO;105360000253;INSTITUCION EDUCATIVA ESTEBAN OCHOA;105360002698;INSTITUCIÓN EDUCATIVA ESTEBAN OCHOA-SEDE BARRIO TRIANA;LITERATURA
2;05360;05360-ANTIOQUIA-ITAGÜÍ;ANTIOQUIA;ITAGÜÍ;URBANO;105360000415;INSTITUCIÓN EDUCATIVA JUAN NEPOMUCENO CADAVID;105360000415;INSTITUCION EDUCATIVA JUAN NEPOMUCENO CADAVID - SEDE PRINCIPAL;MÚSICA
2;05360;05360-ANTIOQUIA-ITAGÜÍ;ANTIOQUIA;ITAGÜÍ;URBANO;105360000474;INSTITUCION EDUCATIVA FELIPE DE RESTREPO;105360000474;INSTITUCION EDUCATIVA FELIPE DE RESTREPO;DANZA
2;05360;05360-ANTIOQUIA-ITAGÜÍ;ANTIOQUIA;ITAGÜÍ;URBANO;105360000491;INSTITUCIÓN EDUCATIVA ORESTE SINDICI;105360000491;INSTITUCION EDUCATIVA ORESTE SINDICI;LITERATURA
2;05809;05809-ANTIOQUIA-TITIRIBÍ;ANTIOQUIA;TITIRIBÍ;URBANO;105809000016;I. E. SANTO TOMAS DE AQUINO;105809000016;COLEGIO SANTO TOMAS DE AQUINO;MÚSICA
2;05809;05809-ANTIOQUIA-TITIRIBÍ;ANTIOQUIA;TITIRIBÍ;URBANO;105809000016;I. E. SANTO TOMAS DE AQUINO;105809000181;E U EVANGELINA BETANCUR;MÚSICA
2;05001;05001-ANTIOQUIA-MEDELLÍN;ANTIOQUIA;MEDELLÍN;URBANO;205001012534;INSTITUCION EDUCATIVA SAN ANTONIO DE PRADO;205001003411;SECCION ESCUELA CARLOS BETANCUR BETANCUR;LITERATURA
2;05001;05001-ANTIOQUIA-MEDELLÍN;ANTIOQUIA;MEDELLÍN;URBANO;205001012534;INSTITUCION EDUCATIVA SAN ANTONIO DE PRADO;205001012534;INSTITUCION EDUCATIVA SAN ANTONIO DE PRADO;LITERATURA
2;05001;05001-ANTIOQUIA-MEDELLÍN;ANTIOQUIA;MEDELLÍN;URBANO;205001012534;INSTITUCION EDUCATIVA SAN ANTONIO DE PRADO;205001014421;SECCION ESCUELA MANUEL MARIA MALLARINO;LITERATURA
2;05036;05036-ANTIOQUIA-ANGELÓPOLIS;ANTIOQUIA;ANGELÓPOLIS;RURAL;205036000083;INSTITUCION EDUCATIVA LOS ANGELES;205036000024;C. E. R. LA CASCAJALA;MÚSICA
2;05036;05036-ANTIOQUIA-ANGELÓPOLIS;ANTIOQUIA;ANGELÓPOLIS;RURAL;205036000083;INSTITUCION EDUCATIVA LOS ANGELES;205036000041;CIENAGUITA;MÚSICA
2;05036;05036-ANTIOQUIA-ANGELÓPOLIS;ANTIOQUIA;ANGELÓPOLIS;RURAL;205036000083;INSTITUCION EDUCATIVA LOS ANGELES;205036000075;SANTA RITA;MÚSICA
2;05036;05036-ANTIOQUIA-ANGELÓPOLIS;ANTIOQUIA;ANGELÓPOLIS;RURAL;205036000083;INSTITUCION EDUCATIVA LOS ANGELES;205036000083;I. E. LOS ANGELES;MÚSICA
2;05036;05036-ANTIOQUIA-ANGELÓPOLIS;ANTIOQUIA;ANGELÓPOLIS;RURAL;205036000083;INSTITUCION EDUCATIVA LOS ANGELES;205036000113;SAN ISIDRO;MÚSICA
2;05036;05036-ANTIOQUIA-ANGELÓPOLIS;ANTIOQUIA;ANGELÓPOLIS;RURAL;205036000083;INSTITUCION EDUCATIVA LOS ANGELES;205036000121;EL BARRO;MÚSICA
2;05266;05266-ANTIOQUIA-ENVIGADO;ANTIOQUIA;ENVIGADO;RURAL;205266000392;INSTITUCION EDUCATIVA LAS PALMAS;205266000392;INSTITUCION EDUCATIVA LAS PALMAS;MÚSICA
2;05360;05360-ANTIOQUIA-ITAGÜÍ;ANTIOQUIA;ITAGÜÍ;RURAL;205360001254;INSTITUCION EDUCATIVA MARIA JOSEFA ESCOBAR;105360000172;INSTITUCIÓN EDUCATIVA MARÍA JOSEFA ESCOBAR-SEDE JUAN ECHEVERRY ABAD;MÚSICA
2;05360;05360-ANTIOQUIA-ITAGÜÍ;ANTIOQUIA;ITAGÜÍ;RURAL;205360001254;INSTITUCION EDUCATIVA MARIA JOSEFA ESCOBAR;205360001254;INSTITUCION EDUCATIVA MARIA JOSEFA ESCOBAR - SEDE PRINCIPAL;MÚSICA
3;05154;05154-ANTIOQUIA-CAUCASIA;ANTIOQUIA;CAUCASIA;URBANO;105154000298;INSTITUCION EDUCATIVA SANTA TERESITA;105154000298;I. E. SANTA TERESITA;DANZA
3;05154;05154-ANTIOQUIA-CAUCASIA;ANTIOQUIA;CAUCASIA;URBANO;105154000298;INSTITUCION EDUCATIVA SANTA TERESITA;105154001341;E U CAUCASIA;DANZA
3;05154;05154-ANTIOQUIA-CAUCASIA;ANTIOQUIA;CAUCASIA;URBANO;105154000751;I. E. LA MISERICORDIA;105154000751;E U LA MISERICORDIA;MÚSICA
3;05154;05154-ANTIOQUIA-CAUCASIA;ANTIOQUIA;CAUCASIA;URBANO;105154000751;I. E. LA MISERICORDIA;105154001812;E U I SAN RAFAEL;MÚSICA
3;05250;05250-ANTIOQUIA-EL BAGRE;ANTIOQUIA;EL BAGRE;URBANO;105250000185;I. E. BIJAO;105250000185;I. E. BIJAO;MÚSICA
3;05250;05250-ANTIOQUIA-EL BAGRE;ANTIOQUIA;EL BAGRE;URBANO;105250000339;I. E. LAS DELICIAS;105250000339;COLEGIO LAS DELICIAS;MÚSICA
3;05250;05250-ANTIOQUIA-EL BAGRE;ANTIOQUIA;EL BAGRE;URBANO;105250000339;I. E. LAS DELICIAS;105250001262;E U I LA VEGA;MÚSICA
3;05895;05895-ANTIOQUIA-ZARAGOZA;ANTIOQUIA;ZARAGOZA;URBANO;105895001119;I. E. LUIS FERNANDO RESTREPO RESTREPO;105895001119;I. E. LUIS FERNANDO RESTREPO RESTREPO;DANZA
3;23079;23079-CÓRDOBA-BUENAVISTA;CÓRDOBA;BUENAVISTA;URBANO;123079000111;INSTITUCION EDUCATIVA SAGRADO CORAZON DE JESUS;123079000111;IE SGDO CORAZON DE JESÙS;MÚSICA
3;23079;23079-CÓRDOBA-BUENAVISTA;CÓRDOBA;BUENAVISTA;URBANO;123079000111;INSTITUCION EDUCATIVA SAGRADO CORAZON DE JESUS;123079000137;ESC URB MIX CENTRAL;MÚSICA
3;23079;23079-CÓRDOBA-BUENAVISTA;CÓRDOBA;BUENAVISTA;URBANO;123079000111;INSTITUCION EDUCATIVA SAGRADO CORAZON DE JESUS;123079001095;ESC URB MIX CENTENARIO POLICIA NACIONAL;MÚSICA
3;23079;23079-CÓRDOBA-BUENAVISTA;CÓRDOBA;BUENAVISTA;RURAL;123079000111;INSTITUCION EDUCATIVA SAGRADO CORAZON DE JESUS;223079000069;ESC NVA NUEVA ESTACIÒN;MÚSICA
3;23079;23079-CÓRDOBA-BUENAVISTA;CÓRDOBA;BUENAVISTA;RURAL;123079000111;INSTITUCION EDUCATIVA SAGRADO CORAZON DE JESUS;223079000077;ESC NVA COSTA RICA;MÚSICA
3;23079;23079-CÓRDOBA-BUENAVISTA;CÓRDOBA;BUENAVISTA;URBANO;123079000277;INSTITUCION EDUCATIVA MARISCAL SUCRE;123079000277;IE MARISCAL SUCRE;MÚSICA
3;23079;23079-CÓRDOBA-BUENAVISTA;CÓRDOBA;BUENAVISTA;URBANO;123079000277;INSTITUCION EDUCATIVA MARISCAL SUCRE;123079000897;ESC URB LA ESTRELLA;MÚSICA
3;23079;23079-CÓRDOBA-BUENAVISTA;CÓRDOBA;BUENAVISTA;RURAL;123079000277;INSTITUCION EDUCATIVA MARISCAL SUCRE;223079000620;ESC NVA CAMPO SOLO;MÚSICA
3;23079;23079-CÓRDOBA-BUENAVISTA;CÓRDOBA;BUENAVISTA;RURAL;123079000277;INSTITUCION EDUCATIVA MARISCAL SUCRE;223079000662;ESC NVA VERACRUZ;MÚSICA
3;23079;23079-CÓRDOBA-BUENAVISTA;CÓRDOBA;BUENAVISTA;RURAL;123079000277;INSTITUCION EDUCATIVA MARISCAL SUCRE;223079000981;ESC NVA EL PARAISO;MÚSICA
3;05120;05120-ANTIOQUIA-CÁCERES;ANTIOQUIA;CÁCERES;URBANO;205120000081;I. E. GUARUMO;205120000081;COLEGIO GUARUMO;MÚSICA
3;05120;05120-ANTIOQUIA-CÁCERES;ANTIOQUIA;CÁCERES;RURAL;205120000081;I. E. GUARUMO;205120001095;COLEGIO PUENTE RIO MAN;MÚSICA
3;05120;05120-ANTIOQUIA-CÁCERES;ANTIOQUIA;CÁCERES;RURAL;205120000366;I. E. AURELIO MEJIA;205120000145;E R SAN JUDAS;MÚSICA
3;05120;05120-ANTIOQUIA-CÁCERES;ANTIOQUIA;CÁCERES;RURAL;205120000366;I. E. AURELIO MEJIA;205120000170;E R ASTURIAS;MÚSICA
3;05120;05120-ANTIOQUIA-CÁCERES;ANTIOQUIA;CÁCERES;URBANO;205120000366;I. E. AURELIO MEJIA;205120000366;COLEGIO AURELIO MEJIA;MÚSICA
3;05120;05120-ANTIOQUIA-CÁCERES;ANTIOQUIA;CÁCERES;RURAL;205120000366;I. E. AURELIO MEJIA;205120001087;E R LOS COMUNEROS;MÚSICA
3;05120;05120-ANTIOQUIA-CÁCERES;ANTIOQUIA;CÁCERES;RURAL;205120000366;I. E. AURELIO MEJIA;205120001249;E R SAN LORENZO;MÚSICA
3;05154;05154-ANTIOQUIA-CAUCASIA;ANTIOQUIA;CAUCASIA;RURAL;205154001591;I.E.R. LAS MALVINAS;205154001591;I.E.R LAS MALVINAS;MÚSICA
3;05250;05250-ANTIOQUIA-EL BAGRE;ANTIOQUIA;EL BAGRE;RURAL;205250000023;I. E. R. PUERTO CLAVER;205250000023;LICEO PUERTO CLAVER;MÚSICA
3;05250;05250-ANTIOQUIA-EL BAGRE;ANTIOQUIA;EL BAGRE;RURAL;205250000023;I. E. R. PUERTO CLAVER;205250000023;LICEO PUERTO CLAVER;AUDIOVISUALES
3;05250;05250-ANTIOQUIA-EL BAGRE;ANTIOQUIA;EL BAGRE;RURAL;205250000023;I. E. R. PUERTO CLAVER;205250000341;SANTA MARGARITA;MÚSICA
3;05250;05250-ANTIOQUIA-EL BAGRE;ANTIOQUIA;EL BAGRE;RURAL;205250000023;I. E. R. PUERTO CLAVER;205250000341;SANTA MARGARITA;AUDIOVISUALES
3;05250;05250-ANTIOQUIA-EL BAGRE;ANTIOQUIA;EL BAGRE;RURAL;205250000023;I. E. R. PUERTO CLAVER;205250000392;E U PUERTO CLAVER;MÚSICA
3;05250;05250-ANTIOQUIA-EL BAGRE;ANTIOQUIA;EL BAGRE;RURAL;205250000023;I. E. R. PUERTO CLAVER;205250000392;E U PUERTO CLAVER;AUDIOVISUALES
3;05250;05250-ANTIOQUIA-EL BAGRE;ANTIOQUIA;EL BAGRE;RURAL;205250000023;I. E. R. PUERTO CLAVER;205250000741;LA RICA;MÚSICA
3;05250;05250-ANTIOQUIA-EL BAGRE;ANTIOQUIA;EL BAGRE;RURAL;205250000023;I. E. R. PUERTO CLAVER;205250000741;LA RICA;AUDIOVISUALES
3;05250;05250-ANTIOQUIA-EL BAGRE;ANTIOQUIA;EL BAGRE;RURAL;205250000023;I. E. R. PUERTO CLAVER;205250001232;EL CASTILLO;MÚSICA
3;05250;05250-ANTIOQUIA-EL BAGRE;ANTIOQUIA;EL BAGRE;RURAL;205250000023;I. E. R. PUERTO CLAVER;205250001232;EL CASTILLO;AUDIOVISUALES
3;05250;05250-ANTIOQUIA-EL BAGRE;ANTIOQUIA;EL BAGRE;RURAL;205250000023;I. E. R. PUERTO CLAVER;205250001313;SANTA TERESA;MÚSICA
3;05250;05250-ANTIOQUIA-EL BAGRE;ANTIOQUIA;EL BAGRE;RURAL;205250000023;I. E. R. PUERTO CLAVER;205250001313;SANTA TERESA;AUDIOVISUALES
3;05250;05250-ANTIOQUIA-EL BAGRE;ANTIOQUIA;EL BAGRE;RURAL;205250001739;I. E. R. PUERTO LOPEZ;205250000376;E R LAS NEGRITAS;MÚSICA
3;05250;05250-ANTIOQUIA-EL BAGRE;ANTIOQUIA;EL BAGRE;RURAL;205250001739;I. E. R. PUERTO LOPEZ;205250001364;LA CAPILLA;MÚSICA
3;05250;05250-ANTIOQUIA-EL BAGRE;ANTIOQUIA;EL BAGRE;RURAL;205250001739;I. E. R. PUERTO LOPEZ;205250001704;E R I BOCAS DE LAS NEGRAS;MÚSICA
3;05250;05250-ANTIOQUIA-EL BAGRE;ANTIOQUIA;EL BAGRE;RURAL;205250001739;I. E. R. PUERTO LOPEZ;205250001739;COLEGIO PUERTO LOPEZ;MÚSICA
3;05495;05495-ANTIOQUIA-NECHÍ;ANTIOQUIA;NECHÍ;RURAL;205495000096;I.E.R TRINIDAD ARRIBA;205495000096;I.E.R TRINIDAD ARRIBA;MÚSICA
3;05495;05495-ANTIOQUIA-NECHÍ;ANTIOQUIA;NECHÍ;RURAL;205495000096;I.E.R TRINIDAD ARRIBA;205495000100;C. E. R. SAN PABLO ARRIBA;MÚSICA
3;05495;05495-ANTIOQUIA-NECHÍ;ANTIOQUIA;NECHÍ;RURAL;205495000096;I.E.R TRINIDAD ARRIBA;205495000185;C. E. R. LAS FLORES;MÚSICA
3;05495;05495-ANTIOQUIA-NECHÍ;ANTIOQUIA;NECHÍ;RURAL;205495000096;I.E.R TRINIDAD ARRIBA;205495000223;C. E. R. TRINIDAD ABAJO;MÚSICA
3;05495;05495-ANTIOQUIA-NECHÍ;ANTIOQUIA;NECHÍ;RURAL;205495000096;I.E.R TRINIDAD ARRIBA;205495000266;C. E. R. SANTA TERESITA;MÚSICA
3;05495;05495-ANTIOQUIA-NECHÍ;ANTIOQUIA;NECHÍ;RURAL;205495000096;I.E.R TRINIDAD ARRIBA;205495000371;C. E. R. SAN PEDRO ARRIBA;MÚSICA
3;05495;05495-ANTIOQUIA-NECHÍ;ANTIOQUIA;NECHÍ;RURAL;205495000096;I.E.R TRINIDAD ARRIBA;205495000401;C. E. R. LA PLATA;MÚSICA
